gene_id,dataset_count,contrast_count,hit_count,pass_hits,warn_hits,positive_hits,negative_hits,sign_consistency,dataset_sign_consistency,mean_effect,median_effect,mean_abs_effect,max_abs_effect,conserved_response_score,datasets
BZRAP1,1,1,1,0,1,1,0,1.0,1.0,0.3409620723012024,0.3409620723012024,0.3409620723012024,0.3409620723012024,0.102639811146413,adamson
RP11-295P9.3,1,1,1,0,1,0,1,1.0,1.0,-0.3407762361445451,-0.3407762361445451,0.3407762361445451,0.3407762361445451,0.10258386888898025,dixit
AC004510.3,1,1,1,0,1,1,0,1.0,1.0,0.3406497741847938,0.3406497741847938,0.3406497741847938,0.3406497741847938,0.10254580004578466,dixit
KIDINS220,1,1,1,1,0,0,1,1.0,1.0,-0.340371387204077,-0.340371387204077,0.340371387204077,0.340371387204077,0.10246199721418657,replogle
RP11-188D8.1,1,1,1,0,1,1,0,1.0,1.0,0.33965600117198114,0.33965600117198114,0.33965600117198114,0.33965600117198114,0.10224664456004667,adamson
RP11-38P22.2,1,1,1,0,1,0,1,1.0,1.0,-0.33925617138323894,-0.33925617138323894,0.33925617138323894,0.33925617138323894,0.10212628380047528,dixit
FCGR3A,1,1,1,0,1,1,0,1.0,1.0,0.3391695478274076,0.3391695478274076,0.3391695478274076,0.3391695478274076,0.10210020751183897,dixit
FAM138E,1,1,1,0,1,0,1,1.0,1.0,-0.3383980419314239,-0.3383980419314239,0.3383980419314239,0.3383980419314239,0.10186796109531628,dixit
RP11-459F6.3,1,1,1,0,1,1,0,1.0,1.0,0.33818500918142314,0.33818500918142314,0.33818500918142314,0.33818500918142314,0.10180383184750724,dixit
RP11-70P17.1,1,1,1,0,1,1,0,1.0,1.0,0.3380676766144308,0.3380676766144308,0.3380676766144308,0.3380676766144308,0.10176851122537431,dixit
C11orf80,1,1,1,0,1,1,0,1.0,1.0,0.33788458740391847,0.33788458740391847,0.33788458740391847,0.33788458740391847,0.10171339588112766,dixit
RP11-490O6.2,1,1,1,0,1,0,1,1.0,1.0,-0.3378709331212143,-0.3378709331212143,0.3378709331212143,0.3378709331212143,0.10170928553246442,dixit
AF213884.2,1,1,1,0,1,1,0,1.0,1.0,0.33733488519358235,0.33733488519358235,0.33733488519358235,0.33733488519358235,0.10154791902713368,dixit
CTD-2319I12.2,1,1,1,0,1,0,1,1.0,1.0,-0.336763490516539,-0.336763490516539,0.336763490516539,0.336763490516539,0.1013759120899809,norman
AC074212.3,1,1,1,0,1,0,1,1.0,1.0,-0.3363922823451029,-0.3363922823451029,0.3363922823451029,0.3363922823451029,0.10126416729574306,dixit
Z83851.4,1,1,1,0,1,0,1,1.0,1.0,-0.33603338722518433,-0.33603338722518433,0.33603338722518433,0.33603338722518433,0.10115612909935015,dixit
RP11-770J1.5,1,1,1,0,1,1,0,1.0,1.0,0.3354840585744069,0.3354840585744069,0.3354840585744069,0.3354840585744069,0.10099076469798852,dixit
C15orf60,1,1,1,0,1,1,0,1.0,1.0,0.33526458237579715,0.33526458237579715,0.33526458237579715,0.33526458237579715,0.10092469577887268,dixit
ASAP2,1,1,1,0,1,1,0,1.0,1.0,0.334873988925502,0.334873988925502,0.334873988925502,0.334873988925502,0.10080711543422397,dixit
PTTG2,1,1,1,0,1,0,1,1.0,1.0,-0.3340740054721226,-0.3340740054721226,0.3340740054721226,0.3340740054721226,0.1005662964187219,dixit
RP11-402D21.2,1,1,1,0,1,0,1,1.0,1.0,-0.3335545862267026,-0.3335545862267026,0.3335545862267026,0.3335545862267026,0.10040993564552532,dixit
C19orf10,1,1,1,0,1,1,0,1.0,1.0,0.33187494175176635,0.33187494175176635,0.33187494175176635,0.33187494175176635,0.09990431227651823,adamson
BEX1,1,1,1,0,1,0,1,1.0,1.0,-0.33187204738520915,-0.33187204738520915,0.33187204738520915,0.33187204738520915,0.09990344098536608,dixit
GAGE10,1,1,1,0,1,0,1,1.0,1.0,-0.3314912914428563,-0.3314912914428563,0.3314912914428563,0.3314912914428563,0.09978882202569055,dixit
RP1-29C18.10,1,1,1,0,1,0,1,1.0,1.0,-0.33120810187066363,-0.33120810187066363,0.33120810187066363,0.33120810187066363,0.09970357347000132,dixit
RP11-284M14.1,1,1,1,0,1,1,0,1.0,1.0,0.330690003328896,0.330690003328896,0.330690003328896,0.330690003328896,0.09954761026821948,dixit
LARP1B,1,1,1,1,0,0,1,1.0,1.0,-0.33018529404633146,-0.33018529404633146,0.33018529404633146,0.33018529404633146,0.09939567763507752,replogle
C7orf60,1,1,1,0,1,0,1,1.0,1.0,-0.32965397973230703,-0.32965397973230703,0.32965397973230703,0.32965397973230703,0.09923573608943054,adamson
TTC19,1,1,1,1,0,1,0,1.0,1.0,0.32919170216987537,0.32919170216987537,0.32919170216987537,0.32919170216987537,0.09909657667681618,replogle
RP1-202O8.3,1,1,1,0,1,0,1,1.0,1.0,-0.32845334791811664,-0.32845334791811664,0.32845334791811664,0.32845334791811664,0.09887430989961077,dixit
RP11-265N6.1,1,1,1,0,1,0,1,1.0,1.0,-0.3281508443275978,-0.3281508443275978,0.3281508443275978,0.3281508443275978,0.09878324724506853,dixit
CYP4F31P,1,1,1,0,1,1,0,1.0,1.0,0.3269278481345886,0.3269278481345886,0.3269278481345886,0.3269278481345886,0.0984150887063899,dixit
RP11-297C4.1,1,1,1,0,1,0,1,1.0,1.0,-0.3263382964297547,-0.3263382964297547,0.3263382964297547,0.3263382964297547,0.09823761595924006,dixit
C10orf118,1,1,1,0,1,0,1,1.0,1.0,-0.326157899294095,-0.326157899294095,0.326157899294095,0.326157899294095,0.09818331101027464,dixit
KRT12,1,1,1,0,1,1,0,1.0,1.0,0.3259414340350064,0.3259414340350064,0.3259414340350064,0.3259414340350064,0.09811814847426979,dixit
CTD-2376I4.2,1,1,1,0,1,0,1,1.0,1.0,-0.325756812215648,-0.325756812215648,0.325756812215648,0.325756812215648,0.09806257176878885,dixit
RP11-422P24.10,1,1,1,0,1,1,0,1.0,1.0,0.32356883401416026,0.32356883401416026,0.32356883401416026,0.32356883401416026,0.09740392470028211,dixit
RP1-118J21.5,1,1,1,0,1,1,0,1.0,1.0,0.3234116973182595,0.3234116973182595,0.3234116973182595,0.3234116973182595,0.09735662184139644,dixit
CPA5,1,1,1,0,1,1,0,1.0,1.0,0.3225689307741525,0.3225689307741525,0.3225689307741525,0.3225689307741525,0.09710292383227817,dixit
RP5-1068B5.3,1,1,1,0,1,1,0,1.0,1.0,0.3225389430786621,0.3225389430786621,0.3225389430786621,0.3225389430786621,0.09709389663643472,dixit
SLC28A2,1,1,1,0,1,1,0,1.0,1.0,0.3223882117591638,0.3223882117591638,0.3223882117591638,0.3223882117591638,0.09704852198797974,dixit
RP11-141C7.4,1,1,1,0,1,1,0,1.0,1.0,0.3220667146041134,0.3220667146041134,0.3220667146041134,0.3220667146041134,0.09695174170078892,dixit
RP11-177G23.2,1,1,1,0,1,0,1,1.0,1.0,-0.3196225105148771,-0.3196225105148771,0.3196225105148771,0.3196225105148771,0.09621596295440424,dixit
TBL1X,1,1,1,1,0,1,0,1.0,1.0,0.3195358284150607,0.3195358284150607,0.3195358284150607,0.3195358284150607,0.09618986904227235,replogle
RP11-239L20.6,1,1,1,0,1,1,0,1.0,1.0,0.318844703251456,0.318844703251456,0.318844703251456,0.318844703251456,0.09598181963726916,dixit
CTD-2245F17.3,1,1,1,0,1,1,0,1.0,1.0,0.31825075409449544,0.31825075409449544,0.31825075409449544,0.31825075409449544,0.0958030231251247,dixit
RP11-20E24.1,1,1,1,0,1,1,0,1.0,1.0,0.31825075409449544,0.31825075409449544,0.31825075409449544,0.31825075409449544,0.0958030231251247,dixit
CTD-3074O7.12,1,1,1,0,1,1,0,1.0,1.0,0.31764416976109255,0.31764416976109255,0.31764416976109255,0.31764416976109255,0.0956204230458706,dixit
RP11-318A15.2,1,1,1,0,1,0,1,1.0,1.0,-0.3175642660361465,-0.3175642660361465,0.3175642660361465,0.3175642660361465,0.09559636962789655,dixit
RP4-694A7.4,1,1,1,0,1,1,0,1.0,1.0,0.31696904907455137,0.31696904907455137,0.31696904907455137,0.31696904907455137,0.09541719146852844,dixit
CTD-2118P12.1,1,1,1,0,1,1,0,1.0,1.0,0.31685072153122995,0.31685072153122995,0.31685072153122995,0.31685072153122995,0.09538157132867546,dixit
AC002539.1,1,1,1,0,1,1,0,1.0,1.0,0.31656859839098905,0.31656859839098905,0.31656859839098905,0.31656859839098905,0.09529664380099204,dixit
RP11-22A3.2,1,1,1,0,1,0,1,1.0,1.0,-0.3160311853514087,-0.3160311853514087,0.3160311853514087,0.3160311853514087,0.09513486635601741,adamson
RP11-294J22.6,1,1,1,0,1,0,1,1.0,1.0,-0.3157312479904951,-0.3157312479904951,0.3157312479904951,0.3157312479904951,0.09504457621356212,dixit
C9orf173,1,1,1,0,1,1,0,1.0,1.0,0.3156224706222559,0.3156224706222559,0.3156224706222559,0.3156224706222559,0.09501183096287273,dixit
FAM92A1,1,1,1,0,1,1,0,1.0,1.0,0.3153848522628103,0.3153848522628103,0.3153848522628103,0.3153848522628103,0.09494030070915914,dixit
BSN-AS2,1,1,1,0,1,0,1,1.0,1.0,-0.31515663271687006,-0.31515663271687006,0.31515663271687006,0.31515663271687006,0.09487159978023431,dixit
RP11-393I2.4,1,1,1,0,1,0,1,1.0,1.0,-0.31507668130196864,-0.31507668130196864,0.31507668130196864,0.31507668130196864,0.0948475320061532,norman
RP11-420A23.1,1,1,1,0,1,1,0,1.0,1.0,0.3146062908475125,0.3146062908475125,0.3146062908475125,0.3146062908475125,0.0947059303696879,dixit
RP11-110I1.14,1,1,1,0,1,0,1,1.0,1.0,-0.31408540401236046,-0.31408540401236046,0.31408540401236046,0.31408540401236046,0.09454912780796065,dixit
FAM115C,1,1,1,0,1,1,0,1.0,1.0,0.3124019434561577,0.3124019434561577,0.3124019434561577,0.3124019434561577,0.09404235568402644,dixit
RP11-757F18.5,1,1,1,0,1,1,0,1.0,1.0,0.3120784887413793,0.3120784887413793,0.3120784887413793,0.3120784887413793,0.09394498611263921,dixit
RP11-53O19.3,1,1,1,0,1,0,1,1.0,1.0,-0.3109283009041044,-0.3109283009041044,0.3109283009041044,0.3109283009041044,0.09359874507297158,dixit
AC008271.1,1,1,1,0,1,0,1,1.0,1.0,-0.3098046324151544,-0.3098046324151544,0.3098046324151544,0.3098046324151544,0.09326048715261522,dixit
TRPM1,1,1,1,0,1,1,0,1.0,1.0,0.3093423048845012,0.3093423048845012,0.3093423048845012,0.3093423048845012,0.09312131269806735,dixit
RP1-151F17.2,1,1,1,0,1,0,1,1.0,1.0,-0.3083567176905254,-0.3083567176905254,0.3083567176905254,0.3083567176905254,0.09282462138933834,dixit
AC079354.5,1,1,1,0,1,1,0,1.0,1.0,0.30835472917951134,0.30835472917951134,0.30835472917951134,0.30835472917951134,0.0928240227878764,dixit
RP11-655M14.13,1,1,1,0,1,1,0,1.0,1.0,0.30771096355436534,0.30771096355436534,0.30771096355436534,0.30771096355436534,0.09263023002453008,dixit
RP11-673E1.1,1,1,1,0,1,0,1,1.0,1.0,-0.3076238429643432,-0.3076238429643432,0.3076238429643432,0.3076238429643432,0.09260400411369346,dixit
LL09NC01-251B2.3,1,1,1,0,1,1,0,1.0,1.0,0.3073458548731869,0.3073458548731869,0.3073458548731869,0.3073458548731869,0.09252032135981804,adamson
RP11-47A8.5,1,1,1,0,1,0,1,1.0,1.0,-0.3038184910066166,-0.3038184910066166,0.3038184910066166,0.3038184910066166,0.09145847903035911,norman
RP11-87C12.2,1,1,1,0,1,0,1,1.0,1.0,-0.3033407129839928,-0.3033407129839928,0.3033407129839928,0.3033407129839928,0.09131465351428031,dixit
AC104801.1,1,1,1,0,1,1,0,1.0,1.0,0.3032153956666629,0.3032153956666629,0.3032153956666629,0.3032153956666629,0.09127692924278788,dixit
RP11-705C15.4,1,1,1,0,1,0,1,1.0,1.0,-0.30304161661694856,-0.30304161661694856,0.30304161661694856,0.30304161661694856,0.09122461653620588,dixit
RP11-455F5.5,1,1,1,0,1,1,0,1.0,1.0,0.3029443917798994,0.3029443917798994,0.3029443917798994,0.3029443917798994,0.09119534894393054,dixit
AC108868.6,1,1,1,0,1,1,0,1.0,1.0,0.3028239576726155,0.3028239576726155,0.3028239576726155,0.3028239576726155,0.09115909466513707,dixit
RP11-142G7.2,1,1,1,0,1,1,0,1.0,1.0,0.3009098733405011,0.3009098733405011,0.3009098733405011,0.3009098733405011,0.09058289786694018,dixit
RP11-261C10.3,1,1,1,0,1,0,1,1.0,1.0,-0.30081695936268754,-0.30081695936268754,0.30081695936268754,0.30081695936268754,0.09055492797260184,dixit
RP1-30M3.5,1,1,1,0,1,1,0,1.0,1.0,0.2998410905780245,0.2998410905780245,0.2998410905780245,0.2998410905780245,0.0902611621965861,dixit
AF127936.5,1,1,1,0,1,0,1,1.0,1.0,-0.29964350125301337,-0.29964350125301337,0.29964350125301337,0.29964350125301337,0.09020168188293476,dixit
XAGE1C,1,1,1,0,1,0,1,1.0,1.0,-0.29847936458667634,-0.29847936458667634,0.29847936458667634,0.29847936458667634,0.08985124182731505,dixit
RP11-385F5.5,1,1,1,0,1,0,1,1.0,1.0,-0.29829979017321706,-0.29829979017321706,0.29829979017321706,0.29829979017321706,0.08979718454241004,dixit
RP11-49I11.1,1,1,1,0,1,1,0,1.0,1.0,0.29800920785174334,0.29800920785174334,0.29800920785174334,0.29800920785174334,0.08970971054743677,dixit
RP11-53I6.3,1,1,1,0,1,1,0,1.0,1.0,0.2978779775877808,0.2978779775877808,0.2978779775877808,0.2978779775877808,0.08967020630164514,dixit
CRYBB2,1,1,1,0,1,1,0,1.0,1.0,0.2973301895354312,0.2973301895354312,0.2973301895354312,0.2973301895354312,0.08950530566662157,adamson
RP11-410E4.1,1,1,1,0,1,1,0,1.0,1.0,0.29543984279795654,0.29543984279795654,0.29543984279795654,0.29543984279795654,0.08893625459643614,dixit
RP11-544A12.4,1,1,1,0,1,0,1,1.0,1.0,-0.2947231410543314,-0.2947231410543314,0.2947231410543314,0.2947231410543314,0.0887205058736603,dixit
7SK-2,1,1,1,0,1,0,1,1.0,1.0,-0.2940551085790956,-0.2940551085790956,0.2940551085790956,0.2940551085790956,0.08851940806053667,adamson
RP11-111M22.2,1,1,1,0,1,0,1,1.0,1.0,-0.2933156520279107,-0.2933156520279107,0.2933156520279107,0.2933156520279107,0.08829680945813978,dixit
CTD-2541M15.1,1,1,1,0,1,1,0,1.0,1.0,0.29229734300769195,0.29229734300769195,0.29229734300769195,0.29229734300769195,0.08799026789819873,dixit
C16orf86,1,1,1,0,1,1,0,1.0,1.0,0.29165274574508454,0.29165274574508454,0.29165274574508454,0.29165274574508454,0.08779622478703102,dixit
RP5-833A20.1,1,1,1,0,1,1,0,1.0,1.0,0.2897787774263357,0.2897787774263357,0.2897787774263357,0.2897787774263357,0.0872321041121636,dixit
RP11-197P3.4,1,1,1,0,1,0,1,1.0,1.0,-0.2896635980407918,-0.2896635980407918,0.2896635980407918,0.2896635980407918,0.08719743166223275,dixit
C19orf55,1,1,1,0,1,0,1,1.0,1.0,-0.2853919105770557,-0.2853919105770557,0.2853919105770557,0.2853919105770557,0.0859115256035464,dixit
PPAPDC3,1,1,1,0,1,1,0,1.0,1.0,0.284211310365979,0.284211310365979,0.284211310365979,0.284211310365979,0.08555612952712507,dixit
FXYD1,1,1,1,0,1,0,1,1.0,1.0,-0.28381919077939677,-0.28381919077939677,0.28381919077939677,0.28381919077939677,0.08543808976967646,dixit
RP1-90J20.12,1,1,1,0,1,0,1,1.0,1.0,-0.2837730119597046,-0.2837730119597046,0.2837730119597046,0.2837730119597046,0.08542418855978476,dixit
FAM21A,1,1,1,0,1,0,1,1.0,1.0,-0.2836626953933157,-0.2836626953933157,0.2836626953933157,0.2836626953933157,0.08539097996428303,dixit
FAT1,1,1,1,0,1,1,0,1.0,1.0,0.28272609158073414,0.28272609158073414,0.28272609158073414,0.28272609158073414,0.08510903412264274,dixit
RP11-2B6.2,1,1,1,0,1,0,1,1.0,1.0,-0.2826982599538316,-0.2826982599538316,0.2826982599538316,0.2826982599538316,0.08510065596811694,dixit
FBXW8,1,1,1,0,1,0,1,1.0,1.0,-0.282107256716964,-0.282107256716964,0.282107256716964,0.282107256716964,0.0849227462662853,dixit
SLN,1,1,1,0,1,1,0,1.0,1.0,0.2812908008522373,0.2812908008522373,0.2812908008522373,0.2812908008522373,0.08467696856086679,dixit
C5orf54,1,1,1,0,1,1,0,1.0,1.0,0.28113269757391557,0.28113269757391557,0.28113269757391557,0.28113269757391557,0.08462937473167914,dixit
RP11-380O24.1,1,1,1,0,1,0,1,1.0,1.0,-0.27972391666899293,-0.27972391666899293,0.27972391666899293,0.27972391666899293,0.08420528942197877,dixit
FBH1,1,1,1,1,0,1,0,1.0,1.0,0.2775910216294055,0.2775910216294055,0.2775910216294055,0.2775910216294055,0.08356322403746005,replogle
THRSP,1,1,1,0,1,1,0,1.0,1.0,0.27698680435139533,0.27698680435139533,0.27698680435139533,0.27698680435139533,0.08338133651288054,dixit
RP3-465N24.6,1,1,1,0,1,0,1,1.0,1.0,-0.26963355685889334,-0.26963355685889334,0.26963355685889334,0.26963355685889334,0.08116778845209649,dixit
CXorf65,1,1,1,0,1,0,1,1.0,1.0,-0.2648776421145349,-0.2648776421145349,0.2648776421145349,0.2648776421145349,0.079736115457224,dixit
SETX,1,1,1,1,0,0,1,1.0,1.0,-0.26408021014357974,-0.26408021014357974,0.26408021014357974,0.26408021014357974,0.07949606451446506,replogle
RP11-490B18.5,1,1,1,0,1,1,0,1.0,1.0,0.2627964548975738,0.2627964548975738,0.2627964548975738,0.2627964548975738,0.07910961567832628,norman
FLJ27365,1,1,1,0,1,1,0,1.0,1.0,0.2599323186548401,0.2599323186548401,0.2599323186548401,0.2599323186548401,0.07824742475759511,dixit
RP11-626G11.5,1,1,1,0,1,1,0,1.0,1.0,0.2543281376665509,0.2543281376665509,0.2543281376665509,0.2543281376665509,0.07656039817899023,dixit
RP11-514O12.4,1,1,1,0,1,0,1,1.0,1.0,-0.25416300289761806,-0.25416300289761806,0.25416300289761806,0.25416300289761806,0.0765106876602144,dixit
RP11-498E2.8,1,1,1,0,1,0,1,1.0,1.0,-0.25355793925708064,-0.25355793925708064,0.25355793925708064,0.25355793925708064,0.076328545355127,dixit
BAI3,1,1,1,0,1,0,1,1.0,1.0,-0.2519658651362753,-0.2519658651362753,0.2519658651362753,0.2519658651362753,0.07584928328944422,dixit
RP11-80H5.2,1,1,1,0,1,1,0,1.0,1.0,0.24889729048490666,0.24889729048490666,0.24889729048490666,0.24889729048490666,0.07492555027544812,dixit
CTD-2537I9.12,1,1,1,0,1,1,0,1.0,1.0,0.24873841656192608,0.24873841656192608,0.24873841656192608,0.24873841656192608,0.07487772445910215,dixit
YWHAB,1,1,1,1,0,0,1,1.0,1.0,-0.16501464556343404,-0.16501464556343404,0.16501464556343404,0.16501464556343404,0.04967435803845394,replogle
ZNF440,1,85,85,85,0,1,84,0.9882352941176471,1.0,-0.6286560585056045,-0.5989805906333527,0.6429085917352976,1.3807000453472917,1.2290738435324915,replogle
EPHA6,1,75,75,75,0,1,74,0.9866666666666667,1.0,-3.10432174678549,-3.0075689718594827,3.1550068059920084,4.1967731492285125,5.854859955322199,sciplex3
SYT11,1,73,73,73,0,72,1,0.9863013698630136,1.0,3.6186196915615896,3.810509846645046,3.6818139127024585,5.41830916874237,6.787887141472028,sciplex3
LINC02204,1,70,70,70,0,69,1,0.9857142857142858,1.0,4.1949431712028336,4.203065160583676,4.229975933874417,6.266389894419479,7.7189100015734144,sciplex3
PAGE2B,1,63,63,0,63,62,1,0.9841269841269841,1.0,1.0153749985071439,1.0204210481784184,1.0358765204141738,2.0032327068994245,1.8412813405542205,norman
LINC02384,1,61,61,61,0,1,60,0.9836065573770492,1.0,-2.66502022825462,-2.786945446115293,2.755063370737284,2.8078450218047926,4.857199366967758,sciplex3
CAPN13,1,58,58,58,0,1,57,0.9827586206896551,1.0,-2.3900465004463416,-2.4963803850255775,2.4767741466443067,2.5151017397409827,4.310379782037837,sciplex3
SNHG5,1,56,56,56,0,1,55,0.9821428571428571,1.0,-0.7390119648911287,-0.7611605475200403,0.7678934094312524,1.1104767174902186,1.3242475021452262,replogle
CALCR,1,54,54,54,0,1,53,0.9814814814814815,1.0,-3.0982619537337825,-3.1790346595357173,3.157766237551004,3.8626378638195105,5.393887087497304,sciplex3
FAM155A,1,54,54,54,0,1,53,0.9814814814814815,1.0,-2.5383771819639467,-2.6775587342818006,2.632434607024006,4.155484603641052,4.496550399031393,sciplex3
Abca1,1,54,54,54,0,1,53,0.9814814814814815,1.0,-2.463351210172175,-2.7275670618740486,2.546649229822234,2.8436224523194387,4.350017500907945,sciplex3
PRLR,1,53,53,53,0,1,52,0.9811320754716981,1.0,-2.587028516718603,-2.6204929873990626,2.666849835126395,3.607619389577874,4.532863559686977,sciplex3
ARHGAP1,1,51,51,51,0,1,50,0.9803921568627451,1.0,-0.6964378321744046,-0.6658475357125442,0.7198954854871286,1.4004722693837284,1.2111206472191272,replogle
MSL3P1,1,50,50,50,0,1,49,0.98,1.0,-2.174324395378338,-2.4503720777208042,2.2795246459205183,2.630006263554505,3.8145993350330034,sciplex3
CEACAM6,1,49,49,49,0,1,48,0.9795918367346939,1.0,-2.842859397590979,-2.805820520051912,2.946443135245932,4.301364904610044,4.903756904095949,sciplex3
FLYWCH1,1,96,96,96,0,2,94,0.9791666666666666,1.0,-0.6868989028367793,-0.6458851699104963,0.7148148669434357,2.2049941677962823,1.390587015108244,replogle
AC012313.6,1,48,48,48,0,1,47,0.9791666666666666,1.0,-1.3799304357672302,-1.453131331405004,1.490216193863419,2.646858194308531,2.4662834532366507,sciplex3
ZHX3,1,48,48,48,0,1,47,0.9791666666666666,1.0,-0.7009162800600172,-0.7033809424249944,0.715410930509733,1.58380653800157,1.1839934013913291,replogle
AC026362.2,1,47,47,47,0,1,46,0.9787234042553191,1.0,-2.285170817117884,-2.44640892499817,2.3401871404002534,3.002308994411613,3.850708078433619,sciplex3
RP11-20B24.2,1,46,46,0,46,45,1,0.9782608695652174,1.0,1.2935659900180054,1.2394495047272105,1.324118652839756,2.4761257787536635,2.165924311695082,norman
ZFYVE27,1,45,45,45,0,1,44,0.9777777777777777,1.0,-0.6138399542945574,-0.5751187342486981,0.6287607645034978,1.2558179617704122,1.022244065756012,replogle
AC020718.1,1,219,219,219,0,5,214,0.9771689497716894,1.0,-2.6593370514797594,-2.708794469051285,2.742053390115043,3.8177288149382425,6.276403120313296,sciplex3
EIF4E3,1,43,43,43,0,1,42,0.9767441860465116,1.0,-2.541473721875874,-2.577804599024824,2.6850734591831036,3.2920092208543794,4.310168112752858,sciplex3
GGCT,1,43,43,43,0,1,42,0.9767441860465116,1.0,-2.5438052614932127,-2.659938980605244,2.618670091305306,2.784587654436211,4.203575245497242,sciplex3
AC015849.4,1,43,43,43,0,1,42,0.9767441860465116,1.0,-2.1623935965906513,-2.4333344263493712,2.222797355702501,2.6469197080783418,3.568107327154865,sciplex3
SLC10A3,1,42,42,42,0,1,41,0.9761904761904762,1.0,-2.4057112683355175,-2.577635697695664,2.5170950786150534,3.0165087088838587,4.013700281788206,sciplex3
RPS20P22,1,42,42,42,0,1,41,0.9761904761904762,1.0,-2.4319969265539454,-2.4333344263493712,2.4963348916151036,2.7902389573574053,3.980596578587006,sciplex3
DCUN1D4,1,42,42,42,0,1,41,0.9761904761904762,1.0,-0.6567984892796227,-0.613442320656865,0.6775418197466754,1.6681653290604868,1.080392161561418,replogle
AL139383.1,1,41,41,41,0,1,40,0.975609756097561,1.0,-3.035538536231129,-3.2484859660554695,3.1512744615366346,4.111284751774424,4.990540520525237,sciplex3
PARD6B,1,41,41,41,0,1,40,0.975609756097561,1.0,-0.6098203117608202,-0.566775227265627,0.637601307148489,1.3406810495980077,1.0097423115956667,replogle
HGD,1,40,40,40,0,1,39,0.975,1.0,-3.064788305915244,-2.4867737809904025,3.22435677704105,5.011704183413619,5.070185794358763,sciplex3
GPLD1,1,40,40,40,0,1,39,0.975,1.0,-2.399190320821298,-2.5733880935552236,2.5256476588261108,2.7921098688473958,3.9714906776188266,sciplex3
